date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:28:48	2652/2652	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c01bbef-a5c%22	https://www.zenith.gg/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.5.2	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min49eb.js	(from https://www.zenith.gg/)
19:28:48	895/895	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c01b559-37f%22	https://www.zenith.gg/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=5.5.4	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart7e15.js	(from https://www.zenith.gg/)
19:28:49	792/792	---MCZ	200	added ('OK')	text/xml	date:Tue,%2021%20Apr%202020%2023:28:49%20GMT	https://www.zenith.gg/xmlrpc.php?rsd	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/xmlrpc0db0.php	(from https://www.zenith.gg/)
19:28:49	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252a8c1b7-415%22	https://www.zenith.gg/wp-includes/wlwmanifest.xml	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-includes/wlwmanifest.xml	(from https://www.zenith.gg/)
19:28:49	505587/505587	---MCZ	200	added ('OK')	application/json	date:Tue,%2021%20Apr%202020%2023:28:50%20GMT	https://www.zenith.gg/wp-json/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-json/index.html	(from https://www.zenith.gg/)
19:28:50	2188/2188	---MCZ	200	added ('OK')	application/json	date:Tue,%2021%20Apr%202020%2023:28:50%20GMT	https://www.zenith.gg/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.zenith.gg%2F	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-json/oembed/1.0/embedbbdb.json	(from https://www.zenith.gg/)
19:28:51	15683/15683	---M--	200	added ('OK')	image/png	etag:%225ba3b4da-3d43%22	http://www.zenith.gg/wp-content/uploads/2016/02/FAVICON-ALPHA.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2016/02/FAVICON-ALPHA.png	(from https://www.zenith.gg/)
19:28:51	2287/2287	---MCZ	200	added ('OK')	text/xml	date:Tue,%2021%20Apr%202020%2023:28:51%20GMT	https://www.zenith.gg/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.zenith.gg%2F&format=xml	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-json/oembed/1.0/embede67a	(from https://www.zenith.gg/)
19:28:51	1183/1183	---M--	200	added ('OK')	image/png	etag:%225c709ac1-49f%22	https://www.zenith.gg/wp-content/uploads/2018/12/cropped-ZenithWhiteTransparent-e1545974038569-32x32.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/cropped-ZenithWhiteTransparent-e1545974038569-32x32.png	(from https://www.zenith.gg/)
19:28:51	10529/10529	---M--	200	added ('OK')	image/png	etag:%225c709ac1-2921%22	https://www.zenith.gg/wp-content/uploads/2018/12/cropped-ZenithWhiteTransparent-e1545974038569-192x192.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/cropped-ZenithWhiteTransparent-e1545974038569-192x192.png	(from https://www.zenith.gg/)
19:28:51	9689/9689	---M--	200	added ('OK')	image/png	etag:%225c709ac1-25d9%22	https://www.zenith.gg/wp-content/uploads/2018/12/cropped-ZenithWhiteTransparent-e1545974038569-180x180.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/cropped-ZenithWhiteTransparent-e1545974038569-180x180.png	(from https://www.zenith.gg/)
19:28:52	45229/45229	---MC-	200	added ('OK')	text/javascript	date:Thu,%2006%20Feb%202020%2000:21:02%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/carro/Desktop/cal/Calamity/www.google-analytics.com/analytics.js	(from https://www.zenith.gg/)
19:28:52	98456/98456	---M-Z	200	added ('OK')	application/javascript	etag:%22bfee88d079c2668aea5525e2d719ba90+gzip%22	https://platform.twitter.com/widgets.js	C:/Users/carro/Desktop/cal/Calamity/platform.twitter.com/widgets.js	(from https://www.zenith.gg/)
19:28:52	6332/6332	---M--	200	added ('OK')	image/jpeg	etag:%225c01bafd-18bc%22	http://www.zenith.gg/wp-content/uploads/2018/06/logo-background-img.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/06/logo-background-img.jpg	(from https://www.zenith.gg/)
19:28:53	26066/26066	---M--	200	added ('OK')	image/png	etag:%225c25b116-65d2%22	https://www.zenith.gg/wp-content/uploads/2018/12/ZenithWhiteTransparent-e1545974038569.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/ZenithWhiteTransparent-e1545974038569.png	(from https://www.zenith.gg/)
19:28:53	49005/49005	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2023:28:53%20GMT	https://www.zenith.gg/about-us/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/about-us/index.html	(from https://www.zenith.gg/)
19:28:53	7937/7937	---M--	200	added ('OK')	image/png	etag:%225d1b7d25-1f01%22	https://www.zenith.gg/wp-content/uploads/2019/07/Zenith-MobileHeader.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/07/Zenith-MobileHeader.png	(from https://www.zenith.gg/)
19:28:53	49519/49519	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2023:28:53%20GMT	https://www.zenith.gg/team/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/team/index.html	(from https://www.zenith.gg/)
19:28:53	374571/374571	---M--	200	added ('OK')	image/png	etag:%225c33c4ff-5b72b%22	https://www.zenith.gg/wp-content/uploads/2019/01/123123.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/01/123123.png	(from https://www.zenith.gg/)
19:28:54	92284/92284	---M--	200	added ('OK')	image/jpeg	etag:%225c01b94d-1687c%22	https://www.zenith.gg/wp-content/uploads/2018/06/p3-background-img-1.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/06/p3-background-img-1.jpg	(from https://www.zenith.gg/)
19:28:54	17235/17235	---M--	200	added ('OK')	image/png	etag:%225d542314-4353%22	https://www.zenith.gg/wp-content/uploads/2019/08/SureThing_Media_Logo-e1565795092527.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/08/SureThing_Media_Logo-e1565795092527.png	(from https://www.zenith.gg/)
19:28:54	1045201/1045201	---M--	200	added ('OK')	image/png	etag:%225c7089ab-ff2d1%22	https://www.zenith.gg/wp-content/uploads/2019/02/zenith-Esports.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/02/zenith-Esports.png	(from https://www.zenith.gg/)
19:28:54	424676/424676	---M--	200	added ('OK')	image/png	etag:%225c33c4d2-67ae4%22	https://www.zenith.gg/wp-content/uploads/2019/01/ZEN_Pubg.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/01/ZEN_Pubg.png	(from https://www.zenith.gg/)
19:28:54	474302/474302	---M--	200	added ('OK')	image/png	etag:%225c25b042-73cbe%22	https://www.zenith.gg/wp-content/uploads/2018/12/red-gradient-background.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/red-gradient-background.png	(from https://www.zenith.gg/)
19:28:55	15118/15118	---M--	200	added ('OK')	image/png	etag:%225c01b534-3b0e%22	https://www.zenith.gg/wp-content/plugins/playerx-core/assets/img/vs_dark.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/plugins/playerx-core/assets/img/vs_dark.png	(from https://www.zenith.gg/)
19:28:55	61132/61132	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2023:28:55%20GMT	https://www.zenith.gg/pubg/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/pubg/index.html	(from https://www.zenith.gg/)
19:28:55	5681/5681	---M--	200	added ('OK')	image/png	etag:%225d0eb77e-1631%22	https://www.zenith.gg/wp-content/uploads/2019/06/National_PUBG_League_final.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/06/National_PUBG_League_final.png	(from https://www.zenith.gg/)
19:28:55	569884/569884	---M--	200	added ('OK')	image/png	etag:%225c33c4e0-8b21c%22	https://www.zenith.gg/wp-content/uploads/2019/01/ZEN_LOL.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/01/ZEN_LOL.png	(from https://www.zenith.gg/)
19:28:55	12799/12799	---M--	200	added ('OK')	image/png	etag:%225c01b534-31ff%22	https://www.zenith.gg/wp-content/plugins/playerx-core/assets/img/vs_finished.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/plugins/playerx-core/assets/img/vs_finished.png	(from https://www.zenith.gg/)
19:28:55	15128/15128	---M--	200	added ('OK')	image/png	etag:%225d5425a5-3b18%22	https://www.zenith.gg/wp-content/uploads/2019/08/Radiancelogo.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/08/Radiancelogo.png	(from https://www.zenith.gg/)
19:28:56	40496/40496	---M--	200	added ('OK')	image/png	etag:%225d542441-9e30%22	https://www.zenith.gg/wp-content/uploads/2019/08/The_Expendableslogo.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/08/The_Expendableslogo.png	(from https://www.zenith.gg/)
19:28:56	75762/75762	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2023:28:56%20GMT	https://www.zenith.gg/lol/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/lol/index.html	(from https://www.zenith.gg/)
19:28:56	44772/44772	---M--	200	added ('OK')	image/png	etag:%225d0eb6e2-aee4%22	https://www.zenith.gg/wp-content/uploads/2019/06/ANEW-Esports-300x229.png	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/06/ANEW-Esports-300x229.png	(from https://www.zenith.gg/)
19:28:56	56586/56586	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2023:28:56%20GMT	https://www.zenith.gg/blog/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/blog/index.html	(from https://www.zenith.gg/)
19:28:56	2976489/2976489	---M--	200	added ('OK')	image/jpeg	etag:%225d1b745a-2d6ae9%22	https://www.zenith.gg/wp-content/uploads/2019/07/20190623_172052.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/07/20190623_172052.jpg	(from https://www.zenith.gg/)
19:28:57	939453/939453	---M--	200	added ('OK')	image/jpeg	etag:%225c32e1db-e55bd%22	https://www.zenith.gg/wp-content/uploads/2019/01/wichita2018atlan.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/01/wichita2018atlan.jpg	(from https://www.zenith.gg/)
19:28:58	23120542/23120542	---M--	200	added ('OK')	image/jpeg	etag:%225d1b7462-160ca9e%22	https://www.zenith.gg/wp-content/uploads/2019/07/NPL_Relegation_D2_4454_UER.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/07/NPL_Relegation_D2_4454_UER.jpg	(from https://www.zenith.gg/)
19:28:58	55700/55700	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2023:28:58%20GMT	https://www.zenith.gg/contact-us/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/contact-us/index.html	(from https://www.zenith.gg/)
19:28:58	715157/715157	---M--	200	added ('OK')	image/jpeg	etag:%225c32e1e1-ae995%22	https://www.zenith.gg/wp-content/uploads/2019/01/wichita2018.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/01/wichita2018.jpg	(from https://www.zenith.gg/)
19:28:58	89858/89858	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2023:28:58%20GMT	https://www.zenith.gg/2016/03/01/proper-wave-management-in-game-applications/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/2016/03/01/proper-wave-management-in-game-applications/index.html	(from https://www.zenith.gg/)
19:28:58	2742509/2742509	---M--	200	added ('OK')	image/jpeg	etag:%225c32e1e9-29d8ed%22	https://www.zenith.gg/wp-content/uploads/2019/01/Teampls.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/01/Teampls.jpg	(from https://www.zenith.gg/)
19:28:58	351881/351881	---M--	200	added ('OK')	image/jpeg	etag:%225c32e1ed-55e89%22	https://www.zenith.gg/wp-content/uploads/2019/01/onstage.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/01/onstage.jpg	(from https://www.zenith.gg/)
19:28:58	145701/145701	---M--	200	added ('OK')	image/jpeg	etag:%225c2d9dec-23925%22	https://www.zenith.gg/wp-content/uploads/2019/01/winners.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2019/01/winners.jpg	(from https://www.zenith.gg/)
19:28:59	66223/66223	---M--	200	added ('OK')	image/jpeg	etag:%225c186a6e-102af%22	https://www.zenith.gg/wp-content/uploads/2018/12/hoodie-back.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/hoodie-back.jpg	(from https://www.zenith.gg/)
19:28:59	9199/9199	---M--	200	added ('OK')	image/jpeg	etag:%225c25aa3c-23ef%22	https://www.zenith.gg/wp-content/uploads/2018/12/PRODUCT_zenith-jersey-front-300x300.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/PRODUCT_zenith-jersey-front-300x300.jpg	(from https://www.zenith.gg/)
19:28:59	7101/7101	---M--	200	added ('OK')	image/jpeg	etag:%225c25aa3a-1bbd%22	https://www.zenith.gg/wp-content/uploads/2018/12/PRODUCT_zenith-wrist-300x300.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/PRODUCT_zenith-wrist-300x300.jpg	(from https://www.zenith.gg/)
19:28:59	8140/8140	---M--	200	added ('OK')	image/jpeg	etag:%225c25aa36-1fcc%22	https://www.zenith.gg/wp-content/uploads/2018/12/PRODUCT_zenith-clean-jacket-300x300.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/PRODUCT_zenith-clean-jacket-300x300.jpg	(from https://www.zenith.gg/)
19:28:59	94465/94465	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2023:29:00%20GMT	https://www.zenith.gg/2016/03/08/proper-wave-management-adapting-champion-scaling/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/2016/03/08/proper-wave-management-adapting-champion-scaling/index.html	(from https://www.zenith.gg/)
19:28:59	9841/9841	---M--	200	added ('OK')	image/jpeg	etag:%225c25aa33-2671%22	https://www.zenith.gg/wp-content/uploads/2018/12/PRODUCT_zenith-black-zip-300x300.jpg	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/uploads/2018/12/PRODUCT_zenith-black-zip-300x300.jpg	(from https://www.zenith.gg/)
19:29:00	15248/15248	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba3b970-3b90%22	https://www.zenith.gg/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/plugins/contact-form-7/includes/js/jquery.form.mind03d.js	(from https://www.zenith.gg/)
19:29:00	104034/104034	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202020%2023:29:00%20GMT	https://www.zenith.gg/2016/03/14/proper-wave-management-adapting-champion-scaling-part-2/	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/2016/03/14/proper-wave-management-adapting-champion-scaling-part-2/index.html	(from https://www.zenith.gg/)
19:29:00	11819/11819	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba3b970-2e2b%22	https://www.zenith.gg/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.4.1	C:/Users/carro/Desktop/cal/Calamity/www.zenith.gg/wp-content/plugins/contact-form-7/includes/js/scriptsa94e.js	(from https://www.zenith.gg/)
